date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2021-02-06 00:00:00+00:00,2021,2,6,port1282,Tema,Ghana,GHA,4,1,0,0,0,5,5,36116,13578,0,0,0,49695,49695,10592,0,0,0,0,10592,10592
2021-02-07 00:00:00+00:00,2021,2,7,port1282,Tema,Ghana,GHA,0,4,0,0,0,4,4,0,44388,0,0,0,44388,44388,0,0,0,0,0,0,0
2021-02-08 00:00:00+00:00,2021,2,8,port1282,Tema,Ghana,GHA,3,0,1,0,0,4,4,16193,0,2084,0,0,18278,18278,7809,0,775,0,0,8585,8585
2021-02-09 00:00:00+00:00,2021,2,9,port1282,Tema,Ghana,GHA,4,0,0,0,0,4,4,27397,0,0,0,0,27397,27397,11626,0,0,0,0,11626,11626
2021-02-10 00:00:00+00:00,2021,2,10,port1282,Tema,Ghana,GHA,1,1,0,0,0,2,2,4572,0,0,0,0,4572,4572,0,10519,0,0,0,10519,10519
2021-02-11 00:00:00+00:00,2021,2,11,port1282,Tema,Ghana,GHA,3,0,0,0,0,3,3,26116,0,0,0,0,26116,26116,14771,0,0,0,0,14771,14771
2021-02-12 00:00:00+00:00,2021,2,12,port1282,Tema,Ghana,GHA,2,2,0,0,0,4,4,32662,72398,0,0,0,105060,105060,0,0,0,0,0,0,0
2021-02-13 00:00:00+00:00,2021,2,13,port1282,Tema,Ghana,GHA,2,0,2,0,0,4,4,13362,0,4169,0,0,17532,17532,0,0,1551,0,0,1551,1551
2021-02-14 00:00:00+00:00,2021,2,14,port1282,Tema,Ghana,GHA,3,0,0,0,1,3,4,1959,0,0,0,0,1959,1959,11165,0,0,0,1058,11165,12223
2021-02-15 00:00:00+00:00,2021,2,15,port1282,Tema,Ghana,GHA,2,0,0,0,0,2,2,15891,0,0,0,0,15891,15891,2823,0,0,0,0,2823,2823
2021-02-16 00:00:00+00:00,2021,2,16,port1282,Tema,Ghana,GHA,5,1,0,0,0,6,6,13791,41608,0,0,0,55400,55400,6296,0,0,0,0,6296,6296
2021-02-17 00:00:00+00:00,2021,2,17,port1282,Tema,Ghana,GHA,1,0,2,1,0,4,4,27263,0,0,555,0,27819,27819,0,0,1631,0,0,1631,1631
2021-02-18 00:00:00+00:00,2021,2,18,port1282,Tema,Ghana,GHA,3,0,0,0,0,3,3,25986,0,0,0,0,25986,25986,3687,0,0,0,0,3687,3687
2021-02-19 00:00:00+00:00,2021,2,19,port1282,Tema,Ghana,GHA,3,1,0,0,0,4,4,11700,41024,0,0,0,52724,52724,22021,0,0,0,0,22021,22021
2021-02-20 00:00:00+00:00,2021,2,20,port1282,Tema,Ghana,GHA,3,2,0,0,0,5,5,19615,30395,0,0,0,50010,50010,5025,0,0,0,0,5025,5025
2021-02-21 00:00:00+00:00,2021,2,21,port1282,Tema,Ghana,GHA,4,0,0,1,0,5,5,20095,0,0,1146,0,21241,21241,7441,0,0,25,0,7467,7467
2021-02-22 00:00:00+00:00,2021,2,22,port1282,Tema,Ghana,GHA,2,1,1,0,0,4,4,19490,7684,3920,0,0,31095,31095,0,0,0,0,0,0,0
2021-02-23 00:00:00+00:00,2021,2,23,port1282,Tema,Ghana,GHA,0,0,1,1,1,2,3,0,0,0,2232,0,2232,2232,0,0,4280,0,0,4280,4280
2021-02-24 00:00:00+00:00,2021,2,24,port1282,Tema,Ghana,GHA,4,1,0,0,0,5,5,15498,9937,0,0,0,25435,25435,9585,0,0,0,0,9585,9585
2021-02-25 00:00:00+00:00,2021,2,25,port1282,Tema,Ghana,GHA,3,0,0,0,1,3,4,16414,0,0,0,0,16414,16414,2880,0,0,0,4956,2880,7836
2021-02-26 00:00:00+00:00,2021,2,26,port1282,Tema,Ghana,GHA,3,0,0,0,0,3,3,17825,0,0,0,0,17825,17825,0,0,0,0,0,0,0
2021-02-27 00:00:00+00:00,2021,2,27,port1282,Tema,Ghana,GHA,3,1,0,1,1,5,6,11225,47989,0,0,2890,59214,62104,0,0,0,0,0,0,0
2021-02-28 00:00:00+00:00,2021,2,28,port1282,Tema,Ghana,GHA,4,2,0,0,0,6,6,20772,45077,0,0,0,65849,65849,5717,0,0,0,0,5717,5717
2021-03-01 00:00:00+00:00,2021,3,1,port1282,Tema,Ghana,GHA,1,0,0,1,0,2,2,8207,0,0,0,0,8207,8207,1440,0,0,0,0,1440,1440
2021-03-02 00:00:00+00:00,2021,3,2,port1282,Tema,Ghana,GHA,1,1,0,0,0,2,2,7577,0,0,0,0,7577,7577,0,0,0,0,0,0,0
2021-03-03 00:00:00+00:00,2021,3,3,port1282,Tema,Ghana,GHA,3,0,0,1,0,4,4,30439,0,0,2548,0,32987,32987,1440,0,0,0,0,1440,1440
2021-03-04 00:00:00+00:00,2021,3,4,port1282,Tema,Ghana,GHA,3,2,0,0,0,5,5,17870,72300,0,0,0,90171,90171,2853,0,0,0,0,2853,2853
2021-03-05 00:00:00+00:00,2021,3,5,port1282,Tema,Ghana,GHA,2,0,0,0,0,2,2,8207,0,0,0,0,8207,8207,2394,0,0,0,0,2394,2394
2021-03-06 00:00:00+00:00,2021,3,6,port1282,Tema,Ghana,GHA,2,2,0,0,0,4,4,8957,40543,0,0,0,49501,49501,1440,0,0,0,0,1440,1440
2021-03-07 00:00:00+00:00,2021,3,7,port1282,Tema,Ghana,GHA,1,0,0,0,1,1,2,0,0,0,0,13386,0,13386,1000,0,0,0,0,1000,1000
2021-03-08 00:00:00+00:00,2021,3,8,port1282,Tema,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-09 00:00:00+00:00,2021,3,9,port1282,Tema,Ghana,GHA,4,0,1,1,0,6,6,16414,0,253,0,0,16668,16668,15226,0,0,1535,0,16762,16762
2021-03-10 00:00:00+00:00,2021,3,10,port1282,Tema,Ghana,GHA,1,0,0,1,0,2,2,7584,0,0,1980,0,9564,9564,0,0,0,0,0,0,0
2021-03-11 00:00:00+00:00,2021,3,11,port1282,Tema,Ghana,GHA,3,0,0,1,0,4,4,20030,0,0,1541,0,21572,21572,1272,0,0,0,0,1272,1272
2021-03-12 00:00:00+00:00,2021,3,12,port1282,Tema,Ghana,GHA,3,1,1,0,1,5,6,31154,40567,0,0,0,71721,71721,0,0,1609,0,0,1609,1609
2021-03-13 00:00:00+00:00,2021,3,13,port1282,Tema,Ghana,GHA,1,1,0,0,0,2,2,0,36136,0,0,0,36136,36136,0,0,0,0,0,0,0
2021-03-14 00:00:00+00:00,2021,3,14,port1282,Tema,Ghana,GHA,3,1,0,1,0,5,5,10476,0,0,4150,0,14626,14626,1467,0,0,0,0,1467,1467
2021-03-15 00:00:00+00:00,2021,3,15,port1282,Tema,Ghana,GHA,5,1,2,0,1,8,9,28281,40195,3545,0,0,72022,72022,2783,0,775,0,0,3558,3558
2021-03-16 00:00:00+00:00,2021,3,16,port1282,Tema,Ghana,GHA,1,1,2,0,0,4,4,22097,0,3373,0,0,25470,25470,0,0,53,0,0,53,53
2021-03-17 00:00:00+00:00,2021,3,17,port1282,Tema,Ghana,GHA,2,4,0,1,1,7,8,6398,92416,0,0,6155,98815,104971,0,0,0,0,3183,0,3183
2021-03-18 00:00:00+00:00,2021,3,18,port1282,Tema,Ghana,GHA,3,0,0,0,1,3,4,44904,0,0,0,4085,44904,48989,1440,0,0,0,1903,1440,3343
2021-03-19 00:00:00+00:00,2021,3,19,port1282,Tema,Ghana,GHA,4,0,1,0,1,5,6,39877,0,0,0,0,39877,39877,1440,0,583,0,3633,2023,5657
2021-03-20 00:00:00+00:00,2021,3,20,port1282,Tema,Ghana,GHA,3,2,0,0,0,5,5,23381,0,0,0,0,23381,23381,0,0,0,0,0,0,0
2021-03-21 00:00:00+00:00,2021,3,21,port1282,Tema,Ghana,GHA,2,0,0,0,1,2,3,8207,0,0,0,3048,8207,11255,14136,0,0,0,0,14136,14136
2021-03-22 00:00:00+00:00,2021,3,22,port1282,Tema,Ghana,GHA,3,3,0,0,0,6,6,4643,31664,0,0,0,36308,36308,18275,15404,0,0,0,33680,33680
2021-03-23 00:00:00+00:00,2021,3,23,port1282,Tema,Ghana,GHA,4,0,0,0,1,4,5,23238,0,0,0,0,23238,23238,2408,0,0,0,0,2408,2408
2021-03-24 00:00:00+00:00,2021,3,24,port1282,Tema,Ghana,GHA,4,1,0,0,1,5,6,33069,20132,0,0,0,53201,53201,0,0,0,0,0,0,0
2021-03-25 00:00:00+00:00,2021,3,25,port1282,Tema,Ghana,GHA,3,0,0,0,1,3,4,23127,0,0,0,0,23127,23127,2534,0,0,0,0,2534,2534
2021-03-26 00:00:00+00:00,2021,3,26,port1282,Tema,Ghana,GHA,2,1,1,0,0,4,4,0,41040,1200,0,0,42240,42240,30231,0,53,0,0,30285,30285
2021-03-27 00:00:00+00:00,2021,3,27,port1282,Tema,Ghana,GHA,1,0,0,0,3,1,4,6287,0,0,0,6155,6287,12443,0,0,0,0,4563,0,4563
2021-03-28 00:00:00+00:00,2021,3,28,port1282,Tema,Ghana,GHA,2,1,1,0,0,4,4,8676,34915,2084,0,0,45677,45677,11194,0,775,0,0,11969,11969
2021-03-29 00:00:00+00:00,2021,3,29,port1282,Tema,Ghana,GHA,2,0,1,1,0,4,4,9441,0,0,1146,0,10587,10587,0,0,1994,25,0,2020,2020
2021-03-30 00:00:00+00:00,2021,3,30,port1282,Tema,Ghana,GHA,3,1,0,0,1,4,5,25309,20910,0,0,2381,46219,48600,0,0,0,0,1811,0,1811
2021-03-31 00:00:00+00:00,2021,3,31,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,21248,40432,0,0,0,61681,61681,0,0,0,0,0,0,0
2021-04-01 00:00:00+00:00,2021,4,1,port1282,Tema,Ghana,GHA,3,1,0,0,1,4,5,15277,0,0,0,2890,15277,18167,14694,0,0,0,0,14694,14694
2021-04-02 00:00:00+00:00,2021,4,2,port1282,Tema,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-03 00:00:00+00:00,2021,4,3,port1282,Tema,Ghana,GHA,0,3,1,1,0,5,5,0,40075,2084,0,0,42160,42160,0,0,775,0,0,775,775
2021-04-04 00:00:00+00:00,2021,4,4,port1282,Tema,Ghana,GHA,1,0,1,1,1,3,4,0,0,0,5653,2426,5653,8080,755,0,1450,0,0,2206,2206
2021-04-05 00:00:00+00:00,2021,4,5,port1282,Tema,Ghana,GHA,4,2,0,0,0,6,6,52158,74998,0,0,0,127156,127156,2880,0,0,0,0,2880,2880
2021-04-06 00:00:00+00:00,2021,4,6,port1282,Tema,Ghana,GHA,3,1,0,0,0,4,4,4426,0,0,0,0,4426,4426,11205,0,0,0,0,11205,11205
2021-04-07 00:00:00+00:00,2021,4,7,port1282,Tema,Ghana,GHA,2,1,0,0,1,3,4,3396,9944,0,0,4638,13341,17980,14980,0,0,0,0,14980,14980
2021-04-08 00:00:00+00:00,2021,4,8,port1282,Tema,Ghana,GHA,4,0,0,0,0,4,4,10119,0,0,0,0,10119,10119,17683,0,0,0,0,17683,17683
2021-04-09 00:00:00+00:00,2021,4,9,port1282,Tema,Ghana,GHA,1,0,0,1,1,2,3,8941,0,0,0,4085,8941,13026,0,0,0,0,1903,0,1903
2021-04-10 00:00:00+00:00,2021,4,10,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,13423,39414,0,0,0,52837,52837,1440,0,0,0,0,1440,1440
2021-04-11 00:00:00+00:00,2021,4,11,port1282,Tema,Ghana,GHA,3,1,0,0,1,4,5,16414,0,0,0,0,16414,16414,11754,20712,0,0,37245,32467,69712
2021-04-12 00:00:00+00:00,2021,4,12,port1282,Tema,Ghana,GHA,4,1,1,2,0,8,8,40304,41039,1221,3332,0,85898,85898,28373,0,0,0,0,28373,28373
2021-04-13 00:00:00+00:00,2021,4,13,port1282,Tema,Ghana,GHA,3,2,0,0,1,5,6,11506,40557,0,0,0,52063,52063,27,0,0,0,0,27,27
2021-04-14 00:00:00+00:00,2021,4,14,port1282,Tema,Ghana,GHA,2,0,0,0,0,2,2,30304,0,0,0,0,30304,30304,1440,0,0,0,0,1440,1440
2021-04-15 00:00:00+00:00,2021,4,15,port1282,Tema,Ghana,GHA,3,2,0,0,0,5,5,2828,49332,0,0,0,52161,52161,19072,0,0,0,0,19072,19072
2021-04-16 00:00:00+00:00,2021,4,16,port1282,Tema,Ghana,GHA,1,2,0,0,1,3,4,2420,70009,0,0,13082,72429,85512,0,0,0,0,0,0,0
2021-04-17 00:00:00+00:00,2021,4,17,port1282,Tema,Ghana,GHA,3,0,1,0,2,4,6,32822,0,130,0,7209,32952,40162,1440,0,0,0,3183,1440,4623
2021-04-18 00:00:00+00:00,2021,4,18,port1282,Tema,Ghana,GHA,3,0,0,0,0,3,3,38191,0,0,0,0,38191,38191,547,0,0,0,0,547,547
2021-04-19 00:00:00+00:00,2021,4,19,port1282,Tema,Ghana,GHA,2,2,2,0,0,6,6,8207,67268,4169,0,0,79645,79645,1440,0,1551,0,0,2991,2991
2021-04-20 00:00:00+00:00,2021,4,20,port1282,Tema,Ghana,GHA,1,0,0,0,2,1,3,651,0,0,0,9263,651,9914,0,0,0,0,0,0,0
2021-04-21 00:00:00+00:00,2021,4,21,port1282,Tema,Ghana,GHA,4,2,0,0,0,6,6,34418,79470,0,0,0,113888,113888,1440,0,0,0,0,1440,1440
2021-04-22 00:00:00+00:00,2021,4,22,port1282,Tema,Ghana,GHA,2,0,1,0,0,3,3,28363,0,1028,0,0,29391,29391,1440,0,0,0,0,1440,1440
2021-04-23 00:00:00+00:00,2021,4,23,port1282,Tema,Ghana,GHA,6,1,1,0,0,8,8,24658,42463,2084,0,0,69206,69206,19115,0,775,0,0,19890,19890
2021-04-24 00:00:00+00:00,2021,4,24,port1282,Tema,Ghana,GHA,1,0,0,1,0,2,2,9350,0,0,507,0,9858,9858,0,0,0,0,0,0,0
2021-04-25 00:00:00+00:00,2021,4,25,port1282,Tema,Ghana,GHA,3,1,1,0,0,5,5,35394,27924,2084,0,0,65403,65403,9876,0,775,0,0,10652,10652
2021-04-26 00:00:00+00:00,2021,4,26,port1282,Tema,Ghana,GHA,4,1,0,1,0,6,6,17818,40146,0,2229,0,60193,60193,8938,0,0,0,0,8938,8938
2021-04-27 00:00:00+00:00,2021,4,27,port1282,Tema,Ghana,GHA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-28 00:00:00+00:00,2021,4,28,port1282,Tema,Ghana,GHA,4,0,2,0,1,6,7,27054,0,2084,0,174,29138,29313,13619,0,1673,0,0,15292,15292
2021-04-29 00:00:00+00:00,2021,4,29,port1282,Tema,Ghana,GHA,2,1,0,0,1,3,4,5144,34367,0,0,31196,39511,70708,0,0,0,0,0,0,0
2021-04-30 00:00:00+00:00,2021,4,30,port1282,Tema,Ghana,GHA,3,0,1,0,1,4,5,969,0,0,0,17802,969,18771,1942,0,154,0,0,2097,2097
2021-05-01 00:00:00+00:00,2021,5,1,port1282,Tema,Ghana,GHA,3,2,0,0,0,5,5,18448,54874,0,0,0,73322,73322,1440,0,0,0,0,1440,1440
2021-05-02 00:00:00+00:00,2021,5,2,port1282,Tema,Ghana,GHA,0,1,1,0,1,2,3,0,0,0,0,0,0,0,0,36873,2977,0,0,39851,39851
2021-05-03 00:00:00+00:00,2021,5,3,port1282,Tema,Ghana,GHA,2,1,0,0,1,3,4,0,8239,0,0,0,8239,8239,759,0,0,0,0,759,759
2021-05-04 00:00:00+00:00,2021,5,4,port1282,Tema,Ghana,GHA,3,1,0,1,0,5,5,29929,3796,0,3495,0,37222,37222,1440,0,0,0,0,1440,1440
2021-05-05 00:00:00+00:00,2021,5,5,port1282,Tema,Ghana,GHA,2,0,2,0,0,4,4,12163,0,1200,0,0,13363,13363,2208,0,7702,0,0,9910,9910
2021-05-06 00:00:00+00:00,2021,5,6,port1282,Tema,Ghana,GHA,1,0,0,0,1,1,2,8207,0,0,0,0,8207,8207,1440,0,0,0,6773,1440,8214
2021-05-07 00:00:00+00:00,2021,5,7,port1282,Tema,Ghana,GHA,4,2,0,0,1,6,7,16409,38117,0,0,0,54526,54526,6523,0,0,0,0,6523,6523
2021-05-08 00:00:00+00:00,2021,5,8,port1282,Tema,Ghana,GHA,2,0,2,0,1,4,5,18556,0,2138,0,0,20695,20695,1440,0,775,0,20344,2215,22560
2021-05-09 00:00:00+00:00,2021,5,9,port1282,Tema,Ghana,GHA,1,0,0,0,0,1,1,24922,0,0,0,0,24922,24922,0,0,0,0,0,0,0
2021-05-10 00:00:00+00:00,2021,5,10,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,25196,41704,0,0,0,66901,66901,1440,0,0,0,0,1440,1440
2021-05-11 00:00:00+00:00,2021,5,11,port1282,Tema,Ghana,GHA,4,0,0,0,1,4,5,21007,0,0,0,8382,21007,29389,1440,0,0,0,0,1440,1440
2021-05-12 00:00:00+00:00,2021,5,12,port1282,Tema,Ghana,GHA,4,1,0,1,0,6,6,22061,8192,0,2781,0,33035,33035,0,0,0,0,0,0,0
2021-05-13 00:00:00+00:00,2021,5,13,port1282,Tema,Ghana,GHA,4,1,0,0,0,5,5,3021,40961,0,0,0,43982,43982,4208,0,0,0,0,4208,4208
2021-05-14 00:00:00+00:00,2021,5,14,port1282,Tema,Ghana,GHA,2,1,1,0,1,4,5,31727,29731,2084,0,0,63544,63544,0,0,775,0,0,775,775
2021-05-15 00:00:00+00:00,2021,5,15,port1282,Tema,Ghana,GHA,4,1,0,0,0,5,5,35495,20399,0,0,0,55895,55895,1440,789,0,0,0,2229,2229
2021-05-16 00:00:00+00:00,2021,5,16,port1282,Tema,Ghana,GHA,2,0,1,0,1,3,4,55254,0,2084,0,1343,57338,58682,0,0,775,0,0,775,775
2021-05-17 00:00:00+00:00,2021,5,17,port1282,Tema,Ghana,GHA,2,2,0,0,0,4,4,9035,12082,0,0,0,21118,21118,8945,0,0,0,0,8945,8945
2021-05-18 00:00:00+00:00,2021,5,18,port1282,Tema,Ghana,GHA,2,0,0,1,1,3,4,22824,0,0,0,0,22824,22824,5644,0,0,0,0,5644,5644
2021-05-19 00:00:00+00:00,2021,5,19,port1282,Tema,Ghana,GHA,1,2,0,1,0,4,4,11558,1669,0,1165,0,14393,14393,0,0,0,0,0,0,0
2021-05-20 00:00:00+00:00,2021,5,20,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,17919,13258,0,0,0,31178,31178,1440,0,0,0,0,1440,1440
2021-05-21 00:00:00+00:00,2021,5,21,port1282,Tema,Ghana,GHA,3,2,0,0,1,5,6,4021,3820,0,0,1121,7842,8963,4129,0,0,0,0,4129,4129
2021-05-22 00:00:00+00:00,2021,5,22,port1282,Tema,Ghana,GHA,3,0,0,1,0,4,4,39860,0,0,2050,0,41910,41910,1440,0,0,0,0,1440,1440
2021-05-23 00:00:00+00:00,2021,5,23,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,10211,12744,0,0,0,22955,22955,1440,0,0,0,0,1440,1440
2021-05-24 00:00:00+00:00,2021,5,24,port1282,Tema,Ghana,GHA,2,1,1,2,0,6,6,9070,30317,2366,4996,0,46752,46752,1467,0,0,25,0,1493,1493
2021-05-25 00:00:00+00:00,2021,5,25,port1282,Tema,Ghana,GHA,3,1,1,1,1,6,7,38708,41256,1276,2043,0,83284,83284,1440,0,0,0,2174,1440,3615
2021-05-26 00:00:00+00:00,2021,5,26,port1282,Tema,Ghana,GHA,1,1,0,1,0,3,3,3134,5475,0,4085,0,12695,12695,0,0,0,0,0,0,0
2021-05-27 00:00:00+00:00,2021,5,27,port1282,Tema,Ghana,GHA,1,2,0,0,1,3,4,1349,55358,0,0,541,56707,57249,0,0,0,0,0,0,0
2021-05-28 00:00:00+00:00,2021,5,28,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,3510,29034,0,0,0,32545,32545,875,0,0,0,0,875,875
2021-05-29 00:00:00+00:00,2021,5,29,port1282,Tema,Ghana,GHA,3,0,0,0,1,3,4,24309,0,0,0,0,24309,24309,0,0,0,0,0,0,0
2021-05-30 00:00:00+00:00,2021,5,30,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,863,29210,0,0,0,30073,30073,10635,0,0,0,0,10635,10635
2021-05-31 00:00:00+00:00,2021,5,31,port1282,Tema,Ghana,GHA,2,2,0,0,2,4,6,6733,29801,0,0,1096,36535,37631,0,0,0,0,0,0,0
2021-06-01 00:00:00+00:00,2021,6,1,port1282,Tema,Ghana,GHA,3,0,0,0,0,3,3,19054,0,0,0,0,19054,19054,1440,0,0,0,0,1440,1440
2021-06-02 00:00:00+00:00,2021,6,2,port1282,Tema,Ghana,GHA,2,0,0,0,0,2,2,5344,0,0,0,0,5344,5344,0,0,0,0,0,0,0
2021-06-03 00:00:00+00:00,2021,6,3,port1282,Tema,Ghana,GHA,4,2,0,1,0,7,7,30390,48879,0,1146,0,80416,80416,0,0,0,25,0,25,25
2021-06-04 00:00:00+00:00,2021,6,4,port1282,Tema,Ghana,GHA,3,1,0,0,0,4,4,13878,39951,0,0,0,53830,53830,10969,0,0,0,0,10969,10969
2021-06-05 00:00:00+00:00,2021,6,5,port1282,Tema,Ghana,GHA,2,1,2,0,1,5,6,20785,20399,4324,0,0,45510,45510,0,789,775,0,0,1564,1564
2021-06-06 00:00:00+00:00,2021,6,6,port1282,Tema,Ghana,GHA,2,2,0,1,0,5,5,11689,56921,0,1526,0,70137,70137,0,0,0,0,0,0,0
2021-06-07 00:00:00+00:00,2021,6,7,port1282,Tema,Ghana,GHA,4,1,0,1,0,6,6,19334,24006,0,0,0,43341,43341,1440,0,0,0,0,1440,1440
2021-06-08 00:00:00+00:00,2021,6,8,port1282,Tema,Ghana,GHA,3,2,2,0,1,7,8,14234,44527,5172,0,0,63935,63935,9503,0,53,0,2841,9557,12398
2021-06-09 00:00:00+00:00,2021,6,9,port1282,Tema,Ghana,GHA,2,1,0,1,0,4,4,10966,28587,0,4297,0,43851,43851,0,0,0,0,0,0,0
2021-06-10 00:00:00+00:00,2021,6,10,port1282,Tema,Ghana,GHA,1,1,0,0,2,2,4,10543,15901,0,0,3740,26445,30186,0,0,0,0,0,0,0
2021-06-11 00:00:00+00:00,2021,6,11,port1282,Tema,Ghana,GHA,2,0,1,0,0,3,3,6254,0,6526,0,0,12781,12781,6320,0,0,0,0,6320,6320
2021-06-12 00:00:00+00:00,2021,6,12,port1282,Tema,Ghana,GHA,1,1,0,0,0,2,2,22097,41454,0,0,0,63551,63551,0,0,0,0,0,0,0
2021-06-13 00:00:00+00:00,2021,6,13,port1282,Tema,Ghana,GHA,2,0,0,0,0,2,2,26977,0,0,0,0,26977,26977,0,0,0,0,0,0,0
2021-06-14 00:00:00+00:00,2021,6,14,port1282,Tema,Ghana,GHA,4,1,1,1,1,7,8,13657,6616,0,0,0,20274,20274,0,0,2449,0,0,2449,2449
2021-06-15 00:00:00+00:00,2021,6,15,port1282,Tema,Ghana,GHA,3,0,1,0,0,4,4,30187,0,0,0,0,30187,30187,0,0,130,0,0,130,130
2021-06-16 00:00:00+00:00,2021,6,16,port1282,Tema,Ghana,GHA,3,0,0,0,0,3,3,24509,0,0,0,0,24509,24509,0,0,0,0,0,0,0
2021-06-17 00:00:00+00:00,2021,6,17,port1282,Tema,Ghana,GHA,2,0,2,2,0,6,6,11104,0,228,2663,0,13996,13996,0,0,4349,0,0,4349,4349
2021-06-18 00:00:00+00:00,2021,6,18,port1282,Tema,Ghana,GHA,2,2,0,0,0,4,4,1468,0,0,0,0,1468,1468,0,0,0,0,0,0,0
2021-06-19 00:00:00+00:00,2021,6,19,port1282,Tema,Ghana,GHA,5,0,0,0,0,5,5,26584,0,0,0,0,26584,26584,0,0,0,0,0,0,0
2021-06-20 00:00:00+00:00,2021,6,20,port1282,Tema,Ghana,GHA,1,0,0,2,0,3,3,14773,0,0,0,0,14773,14773,0,0,0,0,0,0,0
2021-06-21 00:00:00+00:00,2021,6,21,port1282,Tema,Ghana,GHA,3,2,0,1,0,6,6,36931,39367,0,3831,0,80129,80129,1721,0,0,0,0,1721,1721
2021-06-22 00:00:00+00:00,2021,6,22,port1282,Tema,Ghana,GHA,4,0,0,0,0,4,4,5768,0,0,0,0,5768,5768,4470,0,0,0,0,4470,4470
2021-06-23 00:00:00+00:00,2021,6,23,port1282,Tema,Ghana,GHA,2,2,0,1,0,5,5,18835,36000,0,0,0,54836,54836,5214,0,0,511,0,5726,5726
2021-06-24 00:00:00+00:00,2021,6,24,port1282,Tema,Ghana,GHA,4,2,1,0,2,7,9,54950,22339,0,0,4085,77290,81375,1440,789,7550,0,11429,9780,21209
2021-06-25 00:00:00+00:00,2021,6,25,port1282,Tema,Ghana,GHA,2,1,0,0,0,3,3,15736,41172,0,0,0,56908,56908,1440,0,0,0,0,1440,1440
2021-06-26 00:00:00+00:00,2021,6,26,port1282,Tema,Ghana,GHA,3,0,2,0,1,5,6,6043,0,4169,0,27578,10213,37791,5123,0,1551,0,0,6674,6674
2021-06-27 00:00:00+00:00,2021,6,27,port1282,Tema,Ghana,GHA,2,0,0,0,0,2,2,4682,0,0,0,0,4682,4682,0,0,0,0,0,0,0
2021-06-28 00:00:00+00:00,2021,6,28,port1282,Tema,Ghana,GHA,2,2,0,0,0,4,4,16414,26655,0,0,0,43069,43069,2880,1044,0,0,0,3924,3924
2021-06-29 00:00:00+00:00,2021,6,29,port1282,Tema,Ghana,GHA,3,1,1,0,0,5,5,27099,29122,2435,0,0,58657,58657,0,0,0,0,0,0,0
2021-06-30 00:00:00+00:00,2021,6,30,port1282,Tema,Ghana,GHA,2,1,0,0,1,3,4,14680,30391,0,0,0,45071,45071,0,0,0,0,0,0,0
2021-07-01 00:00:00+00:00,2021,7,1,port1282,Tema,Ghana,GHA,2,2,0,0,1,4,5,20687,2269,0,0,7119,22956,30075,1440,0,0,0,839,1440,2279
2021-07-02 00:00:00+00:00,2021,7,2,port1282,Tema,Ghana,GHA,0,3,1,0,1,4,5,0,34984,936,0,173,35920,36094,0,0,0,0,0,0,0
2021-07-03 00:00:00+00:00,2021,7,3,port1282,Tema,Ghana,GHA,3,1,0,0,0,4,4,22324,0,0,0,0,22324,22324,0,0,0,0,0,0,0
2021-07-04 00:00:00+00:00,2021,7,4,port1282,Tema,Ghana,GHA,1,0,0,0,0,1,1,30610,0,0,0,0,30610,30610,0,0,0,0,0,0,0
2021-07-05 00:00:00+00:00,2021,7,5,port1282,Tema,Ghana,GHA,3,2,0,0,1,5,6,15339,18769,0,0,0,34108,34108,1440,0,0,0,2623,1440,4063
2021-07-06 00:00:00+00:00,2021,7,6,port1282,Tema,Ghana,GHA,1,1,0,0,1,2,3,37653,0,0,0,6155,37653,43809,0,0,0,0,3183,0,3183
2021-07-07 00:00:00+00:00,2021,7,7,port1282,Tema,Ghana,GHA,2,1,0,1,1,4,5,8207,17319,0,2293,0,27820,27820,1440,0,0,0,0,1440,1440
2021-07-08 00:00:00+00:00,2021,7,8,port1282,Tema,Ghana,GHA,4,2,0,0,1,6,7,19263,14204,0,0,0,33467,33467,6071,0,0,0,0,6071,6071
2021-07-09 00:00:00+00:00,2021,7,9,port1282,Tema,Ghana,GHA,4,1,1,0,1,6,7,26239,0,0,0,0,26239,26239,2880,35086,1386,0,0,39353,39353
2021-07-10 00:00:00+00:00,2021,7,10,port1282,Tema,Ghana,GHA,3,0,1,0,1,4,5,19593,0,2084,0,659,21678,22338,0,0,775,0,0,775,775
