cap_mult,median_deferred,mean_deferred,median_peak,n
0.8,0.0,42.433225054311514,35.1999873770117,1268
1.0,0.0,1.0848854638675525,33.798465389898084,1206
1.2,0.0,0.0,33.60500164313877,1206
