median_peak_headline_E_capacity_plus_compliance,median_peak_perfect_compliance_diagnostic,median_peak_foresight_lp_diagnostic,note
32.262875510539686,0.0,29.12392989764647,Headline S_OPT: LP on E[C]=60*MU_MEAN*S then compliance mixture; foresight diagnostic uses realised mu in LP
