frac_S_OPT_waiting_gt_S0,frac_S1_waiting_gt_S0,frac_S_OPT_waiting_gt_S1,S0_p90,S1_p90,S_OPT_p90,S0_median,S_OPT_median
0.30380434782608695,0.0,0.49728260869565216,5011.563955322116,4382.768574301208,5777.676699156251,2688.4657193401663,1718.5162581445013
